id,answer_id,comment,date_created,reason,session
1561,57,sin comentario,2022-02-17 18:51:14.313,sin razón,1761085464
1562,17,sin comentario,2022-02-17 18:51:20.167,sin razón,1761085464
1563,64,sin comentario,2022-02-17 18:51:31.114,sin razón,1761085464
1564,14,sin comentario,2022-02-17 18:54:48.890,sin razón,1761627736
1565,72,sin comentario,2022-02-17 19:47:58.877,sin razón,1763406034
1566,25,sin comentario,2022-02-17 23:33:17.189,sin razón,1770846567
1567,15,sin comentario,2022-02-17 23:37:56.279,sin razón,1770953992
1568,94,sin comentario,2022-02-17 23:39:19.465,sin razón,1770953992
1569,80,sin comentario,2022-02-17 23:39:52.664,sin razón,1770953992
1570,42,Mapas sin simbologias no permiten ni siquiera interpretarlos, la aglomeración de estos puntos por grupos de estratos sociales no significa que sean barrios en si,2022-02-17 23:44:26.740,sin razón,1771133728
1571,31,sin comentario,2022-02-17 23:45:58.343,sin razón,1771133728
1572,64,sin comentario,2022-02-17 23:46:20.876,sin razón,1771344091
1573,20,sin comentario,2022-02-17 23:46:32.907,sin razón,1771344091
1574,28,sin comentario,2022-02-17 23:46:45.441,sin razón,1771344091
1575,75,sin comentario,2022-02-17 23:46:52.803,sin razón,1771133728
1576,25,sin comentario,2022-02-17 23:47:03.383,sin razón,1771344091
1577,6,sin comentario,2022-02-17 23:47:08.316,sin razón,1771133728
1578,89,sin comentario,2022-02-17 23:47:13.761,sin razón,1771344091
1579,74,Falta decir.. en función de... pensando en.... Si su barrio fuera......,2022-02-17 23:47:59.068,sin razón,1771344091
1580,68,sin comentario,2022-02-17 23:48:04.882,sin razón,1771344091
1581,75,sin comentario,2022-02-17 23:48:07.229,sin razón,1771344091
1582,71,sin comentario,2022-02-17 23:48:10.072,sin razón,1771344091
1583,69,sin comentario,2022-02-17 23:48:12.379,sin razón,1771344091
1584,78,sin comentario,2022-02-17 23:48:14.746,sin razón,1771344091
1585,80,sin comentario,2022-02-17 23:48:16.991,sin razón,1771344091
1586,59,sin comentario,2022-02-17 23:48:19.752,sin razón,1771344091
1587,60,sin comentario,2022-02-17 23:48:23.160,sin razón,1771344091
1588,87,sin comentario,2022-02-17 23:48:31.143,sin razón,1771344091
1589,65,sin comentario,2022-02-17 23:48:33.882,sin razón,1771344091
1590,85,sin comentario,2022-02-17 23:48:37.196,sin razón,1771344091
1591,82,sin comentario,2022-02-17 23:48:39.713,sin razón,1771344091
1592,99,sin comentario,2022-02-17 23:48:42.199,sin razón,1771344091
1593,100,sin comentario,2022-02-17 23:48:44.807,sin razón,1771344091
1594,79,sin comentario,2022-02-17 23:48:47.231,sin razón,1771344091
1595,100,los colores importan mucho en la foto,2022-02-18 00:00:08.871,sin razón,1771729855
1596,17,sin comentario,2022-02-18 00:00:30.029,sin razón,1771729855
1597,5,sin comentario,2022-02-18 00:00:34.633,sin razón,1771729855
1598,106,sin comentario,2022-02-18 00:00:39.287,sin razón,1771729855
1599,24,sin comentario,2022-02-18 00:00:45.137,sin razón,1771729855
1600,57,sin comentario,2022-02-18 00:00:51.538,sin razón,1771729855
1601,71,sin comentario,2022-02-18 00:01:02.041,sin razón,1771729855
1602,2,las letras,2022-02-18 00:01:11.602,sin razón,1771729855
